Movie name, URL, Release Date, MPAA Rating, Run Time,  Opening Weekend Total, Number of Theaters, Domestic Total Sales, Foreign Total Sales, Global Total Sales
Little Boy,http://www.boxofficemojo.com/movies/?id=littleboy.htm,04/24/2015,PG-13,N/A,null,null,null,null,null
Little Boy Blue,http://www.boxofficemojo.com/movies/?id=littleboyblue.htm,05/29/1998,R,99,null,null,12958,null,null
Little Buddha,http://www.boxofficemojo.com/movies/?id=littlebuddha.htm,05/27/1994,PG,123,873983,139,4858139,null,null
A Little Chaos,http://www.boxofficemojo.com/movies/?id=alittlechaos.htm,TBD,R,N/A,null,null,null,null,null
Little Chenier,http://www.boxofficemojo.com/movies/?id=littlechenier.htm,01/18/2008,R,120,37318,17,87939,null,null
Little Children,http://www.boxofficemojo.com/movies/?id=littlechildren.htm,10/06/2006,R,130,97953,115,5463019,9358639,14821658
Little Darlings,http://www.boxofficemojo.com/movies/?id=littledarlings.htm,03/21/1980,R,95,null,null,34326249,null,null
The Little Death,http://www.boxofficemojo.com/movies/?id=littledeath.htm,TBD,Not Yet Rated,95,null,null,null,null,null
Little Dorrit,http://www.boxofficemojo.com/movies/?id=littledorrit.htm,10/21/1988,G,177,null,null,1025228,null,null
The Little Drummer Girl,http://www.boxofficemojo.com/movies/?id=littledrummergirl.htm,10/19/1984,R,130,2632719,820,7828841,null,null
Little Fish,http://www.boxofficemojo.com/movies/?id=littlefish.htm,02/24/2006,R,114,6127,1,8148,3240358,3248506
Little Fockers,http://www.boxofficemojo.com/movies/?id=meetthefockerssequel.htm,12/22/2010,PG-13,98,30833665,3675,148438600,162211985,310650585
Little Fugitive (2013 re-release),http://www.boxofficemojo.com/movies/?id=littlefugitive.htm,02/01/2013,Unrated,80,9040,2,29505,null,null
A Little Game,http://www.boxofficemojo.com/movies/?id=littlegame.htm,TBD,Not Yet Rated,N/A,null,null,null,null,null
Little Giants,http://www.boxofficemojo.com/movies/?id=littlegiants.htm,10/14/1994,PG,106,4778029,2022,19306362,null,null
Little Girl (La Pivellina),http://www.boxofficemojo.com/movies/?id=littlegirl.htm,09/02/2011,Unrated,100,526,1,1350,236085,237435
The Little Girl Who Lives Down the Lane,http://www.boxofficemojo.com/movies/?id=littlegirlwholivesdownthelane.htm,11/27/1976,PG,91,null,null,null,null,null
A Little Help,http://www.boxofficemojo.com/movies/?id=alittlehelp.htm,07/22/2011,R,108,44870,24,96868,null,null
Little Indian Big City,http://www.boxofficemojo.com/movies/?id=littleindianbigcity.htm,1996,PG,N/A,null,null,722182,null,null
Little Man,http://www.boxofficemojo.com/movies/?id=littleman.htm,07/14/2006,PG-13,90,21613176,2537,58645052,42950069,101595121
Little Man Tate,http://www.boxofficemojo.com/movies/?id=littlemantate.htm,10/11/1991,PG,99,3551331,1012,25010896,null,null
Little Manhattan,http://www.boxofficemojo.com/movies/?id=littlemanhattan.htm,09/30/2005,PG,92,36397,35,385373,732547,1117920
Little Men,http://www.boxofficemojo.com/movies/?id=littlemen.htm,05/08/1998,PG,184,77924,111,104255,null,null
The Little Mermaid,http://www.boxofficemojo.com/movies/?id=littlemermaid.htm,11/17/1989,G,83,6031914,1533,111543479,99800000,211343479
The Little Mermaid (3D),http://www.boxofficemojo.com/movies/?id=littlemermaid3d.htm,TBD,G,83,null,null,111543479,null,null
The Little Mermaid (Re-issue),http://www.boxofficemojo.com/movies/?id=littlemermaid98.htm,11/14/1997,G,83,9814520,2057,111543479,null,null
The Little Minister,http://www.boxofficemojo.com/movies/?id=littleminister.htm,12/28/1934,Unrated,110,null,null,null,null,null
Little Miss Marker,http://www.boxofficemojo.com/movies/?id=littlemissmarker.htm,03/21/1980,PG,103,853173,null,6321392,null,null
Little Miss Sunshine,http://www.boxofficemojo.com/movies/?id=littlemisssunshine.htm,07/26/2006,R,101,5610845,1602,59891098,40632083,100523181
Little Monsters,http://www.boxofficemojo.com/movies/?id=littlemonsters.htm,08/25/1989,PG,100,253834,179,793775,null,null
Little Nemo:Adventures in Slumberland,http://www.boxofficemojo.com/movies/?id=littlenemo.htm,08/21/1992,G,100,407695,579,1368000,null,null
Little Nicky,http://www.boxofficemojo.com/movies/?id=littlenicky.htm,11/10/2000,PG-13,84,16063904,2910,39464775,18827520,58292295
Little Nikita,http://www.boxofficemojo.com/movies/?id=littlenikita.htm,03/18/1988,PG,97,866398,376,1733070,null,null
Little Odessa,http://www.boxofficemojo.com/movies/?id=littleodessa.htm,05/19/1995,R,98,null,null,1095885,null,null
A Little Princess,http://www.boxofficemojo.com/movies/?id=littleprincess.htm,05/12/1995,G,100,2038782,1342,10015449,null,null
The Little Princess,http://www.boxofficemojo.com/movies/?id=littleprincess39.htm,03/10/1939,Unrated,91,null,null,null,null,null
The Little Rascals,http://www.boxofficemojo.com/movies/?id=littlerascals.htm,08/05/1994,PG,83,10028065,1927,52125282,15183000,67308282
A Little Romance,http://www.boxofficemojo.com/movies/?id=littleromance.htm,04/27/1979,PG,108,null,null,null,null,null
Little Secrets,http://www.boxofficemojo.com/movies/?id=littlesecrets.htm,08/23/2002,PG,107,191747,366,405792,n/a,405792
A Little Sex,http://www.boxofficemojo.com/movies/?id=littlesex.htm,04/02/1982,R,95,1030070,550,2370376,null,null
Little Shop of Horrors,http://www.boxofficemojo.com/movies/?id=littleshopofhorrors.htm,12/19/1986,PG-13,88,3659884,1183,38748395,null,null
The Little Thief,http://www.boxofficemojo.com/movies/?id=littlethief.htm,1989,R,109,null,null,1055416,null,null
The Little Traitor,http://www.boxofficemojo.com/movies/?id=thelittletraitor.htm,10/23/2009,Unrated,88,2330,5,402088,null,null
The Little Vampire,http://www.boxofficemojo.com/movies/?id=littlevampire.htm,10/27/2000,PG,105,5719627,2009,13572400,14393465,27965865
Little Vera,http://www.boxofficemojo.com/movies/?id=littlevera.htm,04/14/1989,Unrated,110,23950,23,1262598,null,null
Little Voice,http://www.boxofficemojo.com/movies/?id=littlevoice.htm,12/04/1998,R,96,93722,215,4611784,null,null
Little White Lies,http://www.boxofficemojo.com/movies/?id=littlewhitelies.htm,08/24/2012,Unrated,154,25654,14,206088,48325382,48531470
Little Women (1933),http://www.boxofficemojo.com/movies/?id=littlewomen33.htm,11/16/1933,Unrated,117,null,null,null,null,null
Little Women (1994),http://www.boxofficemojo.com/movies/?id=littlewomen.htm,12/21/1994,PG,118,2411247,1579,50083616,null,null
Littlerock,http://www.boxofficemojo.com/movies/?id=littlerock.htm,08/12/2011,Unrated,80,null,3,17309,null,null
Liv & Ingmar,http://www.boxofficemojo.com/movies/?id=livingmar.htm,12/13/2013,Unrated,89,5451,2,10347,null,null
Live and Let Die,http://www.boxofficemojo.com/movies/?id=liveandletdie.htm,06/27/1973,PG,121,null,null,35377836,null,null
Live By Night,http://www.boxofficemojo.com/movies/?id=livebynight.htm,10/07/2016,Not Yet Rated,N/A,null,null,null,null,null
Live Fast Die Young,http://www.boxofficemojo.com/movies/?id=livefastdieyoung.htm,10/24/2008,Unrated,101,9841,1,18335,null,null
Live Flesh,http://www.boxofficemojo.com/movies/?id=liveflesh.htm,01/16/1998,R,103,null,null,1713459,null,null
Live Freaky! Die Freaky!,http://www.boxofficemojo.com/movies/?id=livefreakydiefreaky.htm,01/27/2006,Unrated,80,11290,17,11290,null,null
Live Free or Die,http://www.boxofficemojo.com/movies/?id=livefreeordie.htm,03/30/2007,R,90,8875,5,13836,n/a,13836
Live Free or Die Hard,http://www.boxofficemojo.com/movies/?id=diehard4.htm,06/27/2007,PG-13,130,33369559,3411,134529403,249002061,383531464
Live in Maid,http://www.boxofficemojo.com/movies/?id=liveinmaid.htm,07/18/2007,Unrated,83,15581,6,200433,null,null
Live Nude Girls,http://www.boxofficemojo.com/movies/?id=livenudegirls.htm,12/08/1995,R,92,null,null,23808,null,null
Live Nude Girls Unite!,http://www.boxofficemojo.com/movies/?id=livenudegirlsunite.htm,10/06/2000,Unrated,70,null,null,84706,null,null
Live Wire,http://www.boxofficemojo.com/movies/?id=livewire.htm,05/01/1992,R,85,null,null,null,null,null
The Lives of Others,http://www.boxofficemojo.com/movies/?id=livesofothers.htm,02/09/2007,R,137,213589,259,11286112,66070830,77356942
Livin' Large!,http://www.boxofficemojo.com/movies/?id=livinlarge.htm,09/20/1991,R,95,2129257,825,5467959,null,null
The Living,http://www.boxofficemojo.com/movies/?id=living2015.htm,04/03/2015,R,91,74,1,74,null,null
The Living Daylights,http://www.boxofficemojo.com/movies/?id=livingdaylights.htm,07/31/1987,PG,131,11051284,1728,51185897,null,null
The Living End,http://www.boxofficemojo.com/movies/?id=livingend.htm,08/14/1992,Unrated,85,43715,17,692585,null,null
Living in a Big Way,http://www.boxofficemojo.com/movies/?id=livinginabigway.htm,06/10/1947,Unrated,104,null,null,null,null,null
Living in Emergency,http://www.boxofficemojo.com/movies/?id=livinginemergency.htm,06/04/2010,Unrated,93,21905,7,32208,n/a,32208
Living in Oblivion,http://www.boxofficemojo.com/movies/?id=livinginoblivion.htm,07/14/1995,R,91,47965,2,1111790,null,null
Living is Easy with Eyes Closed,http://www.boxofficemojo.com/movies/?id=livingiseasy.htm,06/27/2014,Unrated,108,11600,1,11600,2591825,2603425
Living It Up,http://www.boxofficemojo.com/movies/?id=livingitup.htm,07/23/1954,Unrated,95,null,null,null,null,null
Living Life,http://www.boxofficemojo.com/movies/?id=livinglife.htm,04/08/2005,Unrated,88,4270,1,9064,null,null
Living Out Loud,http://www.boxofficemojo.com/movies/?id=livingoutloud.htm,10/30/1998,R,102,4319745,1087,12905901,2704398,15610299
The Living Wake,http://www.boxofficemojo.com/movies/?id=livingwake.htm,05/14/2010,Unrated,90,3821,1,12232,null,null
The Lizzie McGuire Movie,http://www.boxofficemojo.com/movies/?id=lizziemcguiremovie.htm,05/02/2003,PG,90,17338755,2825,42734455,12800000,55534455
Loaded,http://www.boxofficemojo.com/movies/?id=loaded.htm,04/12/1996,R,96,12071,7,44231,null,null
Loaded Weapon 1,http://www.boxofficemojo.com/movies/?id=loadedweapon1.htm,02/05/1993,PG-13,82,9202722,2015,27979399,null,null
Local Color,http://www.boxofficemojo.com/movies/?id=localcolor.htm,10/19/2007,R,107,7183,1,32788,null,null
Local Hero,http://www.boxofficemojo.com/movies/?id=localhero.htm,02/18/1983,PG,111,23567,207,5895761,null,null
Lock Up,http://www.boxofficemojo.com/movies/?id=lockup.htm,08/04/1989,R,115,6025520,1384,22099847,null,null
Lock Stock and Two Smoking Barrels,http://www.boxofficemojo.com/movies/?id=lockstockandtwosmokingbarrels.htm,03/05/1999,R,108,143321,161,3753929,null,null
Lockdown,http://www.boxofficemojo.com/movies/?id=lockdown.htm,02/14/2003,R,105,200000,75,449482,null,null
Locke,http://www.boxofficemojo.com/movies/?id=locke.htm,04/25/2014,R,85,81006,121,1375769,n/a,1375769
Locker 13,http://www.boxofficemojo.com/movies/?id=locker13.htm,03/28/2014,R,103,2468,3,3496,null,null
Lockout,http://www.boxofficemojo.com/movies/?id=lockout.htm,04/13/2012,PG-13,110,6231836,2335,14326864,17877166,32204030
Loco Love,http://www.boxofficemojo.com/movies/?id=locolove.htm,08/15/2003,PG,94,null,null,null,null,null
The Locusts,http://www.boxofficemojo.com/movies/?id=locusts.htm,10/03/1997,R,124,17787,12,40158,null,null
The Lodger,http://www.boxofficemojo.com/movies/?id=lodger.htm,06/10/1928,Unrated,83,null,null,null,null,null
The Loft,http://www.boxofficemojo.com/movies/?id=loft.htm,01/30/2015,R,108,2747342,1841,6002684,n/a,6002684
Logan,http://www.boxofficemojo.com/movies/?id=logan.htm,09/10/2010,Unrated,N/A,7137,1,7137,null,null
Loggerheads,http://www.boxofficemojo.com/movies/?id=loggerheads.htm,10/14/2005,PG-13,95,10664,9,115314,null,null
Loins of Punjab Presents,http://www.boxofficemojo.com/movies/?id=loinsofpunjabpresents.htm,09/12/2008,Unrated,88,14850,8,39891,null,null
Lola (Demy) (re-issue),http://www.boxofficemojo.com/movies/?id=lola01.htm,11/16/2001,Unrated,90,5641,3,103951,null,null
Lola Montes (re-issue),http://www.boxofficemojo.com/movies/?id=lolamontes08.htm,10/10/2008,Unrated,115,12569,4,120306,160008,280314
Lola Versus,http://www.boxofficemojo.com/movies/?id=lolaversus.htm,06/08/2012,R,89,31815,52,252603,n/a,252603
Lolita (1998),http://www.boxofficemojo.com/movies/?id=lolita98.htm,07/24/1998,R,137,19492,1,1071255,null,null
Lolly-Madonna XXX,http://www.boxofficemojo.com/movies/?id=lollymadonnaxxx.htm,1973,PG,N/A,null,null,null,null,null
London,http://www.boxofficemojo.com/movies/?id=london.htm,02/10/2006,R,92,12667,7,20361,null,null
London Boulevard,http://www.boxofficemojo.com/movies/?id=londonboulevard.htm,11/11/2011,R,103,3431,2,16075,4628033,4644108
London Dreams,http://www.boxofficemojo.com/movies/?id=londondreams.htm,10/30/2009,Unrated,150,207964,82,300293,279399,579692
London Has Fallen,http://www.boxofficemojo.com/movies/?id=londonhasfallen.htm,10/02/2015,Not Yet Rated,N/A,null,null,null,null,null
London Kills Me,http://www.boxofficemojo.com/movies/?id=londonkillsme.htm,08/07/1992,R,107,16209,10,170667,null,null
London River,http://www.boxofficemojo.com/movies/?id=londonriver.htm,12/07/2011,Unrated,87,1044,2,7200,1073040,1080240
London to Brighton,http://www.boxofficemojo.com/movies/?id=londontobrighton.htm,02/08/2008,Unrated,85,6700,3,6700,442981,449681
The Lone Ranger,http://www.boxofficemojo.com/movies/?id=loneranger.htm,07/03/2013,PG-13,149,29210849,3904,89302115,171200000,260502115
Lone Star,http://www.boxofficemojo.com/movies/?id=lonestar.htm,06/21/1996,PG-13,138,232184,143,12408986,null,null
Lone Survivor,http://www.boxofficemojo.com/movies/?id=lonesurvivor.htm,12/25/2013,R,121,37849910,3285,125095601,24200000,149295601
Lone Wolf McQuade,http://www.boxofficemojo.com/movies/?id=lonewolfmcquade.htm,04/15/1983,PG,105,4295300,1221,12232628,null,null
The Loneliest Planet,http://www.boxofficemojo.com/movies/?id=loneliestplanet.htm,10/26/2012,Unrated,113,15689,13,129579,n/a,129579
The Loneliness of the Long Distance Runner,http://www.boxofficemojo.com/movies/?id=lonelinessofthelongdistancerunner.htm,09/21/1962,Unrated,104,null,null,null,null,null
Lonely Affair of the Heart,http://www.boxofficemojo.com/movies/?id=lonelyaffair.htm,09/27/2002,G,89,932,1,932,null,null
The Lonely Guy,http://www.boxofficemojo.com/movies/?id=lonelyguy.htm,01/27/1984,R,91,2072130,717,5718573,null,null
Lonely Hearts,http://www.boxofficemojo.com/movies/?id=lonelyhearts.htm,04/13/2007,R,108,80423,24,188565,2330589,2519154
Lonely Hearts (1983),http://www.boxofficemojo.com/movies/?id=lonelyhearts83.htm,09/04/1983,R,106,null,null,777087,null,null
The Lonely Lady,http://www.boxofficemojo.com/movies/?id=lonelylady.htm,09/30/1983,R,92,1223220,703,1223220,null,null
The Lonely Maiden,http://www.boxofficemojo.com/movies/?id=lonelymaiden.htm,05/29/2009,PG-13,90,null,null,null,null,null
A Lonely Place for Dying,http://www.boxofficemojo.com/movies/?id=lonelyplacefordying.htm,08/24/2012,Unrated,96,null,null,null,null,null
Lonesome Jim,http://www.boxofficemojo.com/movies/?id=lonesomejim.htm,03/24/2006,R,91,13798,16,154187,20628,174815
The Long Day Closes (2012 re-release),http://www.boxofficemojo.com/movies/?id=thelongdaycloses.htm,03/05/2012,PG,85,1407,2,22765,null,null
Long Day's Journey Into Night,http://www.boxofficemojo.com/movies/?id=longdaysjourneyintonight.htm,10/09/1962,Unrated,174,null,null,null,null,null
The Long Good Friday,http://www.boxofficemojo.com/movies/?id=longgoodfriday.htm,04/02/1982,R,114,null,null,null,null,null
The Long Goodbye,http://www.boxofficemojo.com/movies/?id=longgoodbye.htm,03/07/1973,R,112,null,null,null,null,null
The Long Kiss Goodnight,http://www.boxofficemojo.com/movies/?id=longkissgoodnight.htm,10/11/1996,R,123,9065363,2404,33447612,56009149,89456761
Long Night's Journey Into Day,http://www.boxofficemojo.com/movies/?id=longnightsjourneyintoday.htm,03/29/2000,Unrated,94,6027,3,50715,null,null
The Long Riders,http://www.boxofficemojo.com/movies/?id=longriders.htm,05/16/1980,R,99,2351112,null,15795189,null,null
Long Shot:The Kevin Laue Story,http://www.boxofficemojo.com/movies/?id=longshot2012.htm,10/26/2012,Unrated,N/A,16011,1,45874,null,null
Long Shot:The Kevin Laue Story (2013),http://www.boxofficemojo.com/movies/?id=longshot2013.htm,10/25/2013,Unrated,N/A,7006,3,45874,null,null
The Long Voyage Home,http://www.boxofficemojo.com/movies/?id=longvoyagehome.htm,10/09/1940,Unrated,105,null,null,null,null,null
The Long Walk Home,http://www.boxofficemojo.com/movies/?id=longwalkhome.htm,12/22/1990,PG,97,26140,272,4873620,null,null
A Long Way Down,http://www.boxofficemojo.com/movies/?id=alongwaydown.htm,07/11/2014,R,96,1426,5,13347,7163000,7176347
The Long Way Home,http://www.boxofficemojo.com/movies/?id=longwayhome.htm,09/17/1997,Unrated,120,10606,7,60509,null,null
A Long Way Off,http://www.boxofficemojo.com/movies/?id=alongwayoff.htm,05/16/2014,PG,105,1926,15,30104,null,null
The Long Weekend,http://www.boxofficemojo.com/movies/?id=longweekend.htm,06/09/2006,R,85,1286,3,1286,3466088,3467374
The Longest Day,http://www.boxofficemojo.com/movies/?id=longestday.htm,10/04/1962,G,180,null,null,null,null,null
The Longest Ride,http://www.boxofficemojo.com/movies/?id=thelongestride.htm,04/10/2015,PG-13,N/A,13019686,3366,13019686,3027000,16046686
The Longest Yard,http://www.boxofficemojo.com/movies/?id=longestyard05.htm,05/27/2005,PG-13,109,47606480,3654,158119460,32201108,190320568
The Longest Yard (1974),http://www.boxofficemojo.com/movies/?id=longestyard.htm,08/30/1974,R,121,null,null,43008075,null,null
The Longshots,http://www.boxofficemojo.com/movies/?id=longshots.htm,08/22/2008,PG,94,4080687,2089,11537046,230820,11767866
Longtime Companion,http://www.boxofficemojo.com/movies/?id=longtimecompanion.htm,05/11/1990,R,100,50525,85,4609953,null,null
Look,http://www.boxofficemojo.com/movies/?id=look.htm,12/14/2007,R,98,10347,3,16136,null,null
Look at Me,http://www.boxofficemojo.com/movies/?id=lookatme.htm,04/01/2005,PG-13,110,69587,75,1737308,16992443,18729751
Look Both Ways,http://www.boxofficemojo.com/movies/?id=lookbothways.htm,04/14/2006,PG-13,100,4430,11,105067,2384944,2490011
The Look of Love,http://www.boxofficemojo.com/movies/?id=lookoflove.htm,07/05/2013,Unrated,97,5105,6,21252,n/a,21252
The Look of Silence,http://www.boxofficemojo.com/movies/?id=lookofsilence.htm,07/17/2015,Not Yet Rated,103,null,null,null,null,null
Look Who's Talking,http://www.boxofficemojo.com/movies/?id=lookwhostalking.htm,10/13/1989,PG-13,93,12107784,1651,140088813,156911000,296999813
Look Who's Talking Now,http://www.boxofficemojo.com/movies/?id=lookwhostalkingnow.htm,11/05/1993,PG-13,95,4022570,1886,10340263,null,null
Look Who's Talking Too,http://www.boxofficemojo.com/movies/?id=lookwhostalkingtoo.htm,12/14/1990,PG-13,96,8100640,1647,47789074,null,null
The Lookalike,http://www.boxofficemojo.com/movies/?id=lookalike.htm,10/31/2014,R,100,null,null,null,null,null
Looker,http://www.boxofficemojo.com/movies/?id=looker.htm,10/30/1981,PG,93,null,null,null,null,null
Lookin' to Get Out,http://www.boxofficemojo.com/movies/?id=lookintogetout.htm,10/08/1982,R,105,528559,303,946461,null,null
Looking for an Echo,http://www.boxofficemojo.com/movies/?id=lookingforanecho.htm,11/10/2000,R,97,8000,7,13465,null,null
Looking for an Icon,http://www.boxofficemojo.com/movies/?id=lookingforanicon.htm,05/09/2007,Unrated,55,1760,1,2393,null,null
Looking for Cheyenne,http://www.boxofficemojo.com/movies/?id=lookingforcheyenne.htm,12/07/2007,R,85,165,1,973,n/a,973
Looking for Comedy in the Muslim World,http://www.boxofficemojo.com/movies/?id=lookingforcomedy.htm,01/20/2006,PG-13,98,429223,161,888975,13337,902312
Looking for Eric,http://www.boxofficemojo.com/movies/?id=lookingforeric.htm,05/14/2010,Unrated,116,6743,11,55804,11499521,11555325
Looking for Kitty,http://www.boxofficemojo.com/movies/?id=lookingforkitty.htm,09/01/2006,R,95,3210,1,4480,null,null
Looking for Mr. Goodbar,http://www.boxofficemojo.com/movies/?id=lookingformrgoodbar.htm,10/19/1977,R,135,1540635,110,22512655,null,null
Looking for Palladin,http://www.boxofficemojo.com/movies/?id=lookingforpalladin.htm,10/30/2009,R,115,2614,8,11268,null,null
Looking for Richard,http://www.boxofficemojo.com/movies/?id=lookingforrichard.htm,10/11/1996,PG-13,118,33843,81,1408575,null,null
Looking Through Lillian,http://www.boxofficemojo.com/movies/?id=lookingthroughlillian.htm,10/25/2002,Unrated,98,1707,1,3300,null,null
The Lookout,http://www.boxofficemojo.com/movies/?id=lookout.htm,03/30/2007,R,98,2017795,955,4600585,770596,5371181
Looney Tunes:Back in Action,http://www.boxofficemojo.com/movies/?id=looneytunesbackinaction.htm,11/14/2003,PG,90,9317371,2903,20991364,47523480,68514844
Looper,http://www.boxofficemojo.com/movies/?id=loopers.htm,09/28/2012,R,118,20801522,2993,66486205,110020614,176506819
