id,title,release year,review
0002,Hitcher The,1986
0003,Beyond Therapy,1987
0004,Angel Heart,1987
0005,Angel Heart,1987
0006,Radio Days,1987
0007,Nightmare on Elm Street 3: Dream Warriors A,1987
0008,Nightmare on Elm Street 3: Dream Warriors A,1987
0009,Lethal Weapon,1987
0010,Lethal Weapon,1987
