Movie name, URL, Release Date, MPAA Rating, Run Time,  Opening Weekend Total, Number of Theaters, Domestic Total Sales, Foreign Total Sales, Global Total Sales
I'll Be Home for Christmas,http://www.boxofficemojo.com/movies/?id=illbehomeforchristmas.htm,11/13/1998,PG,86,3898293,1776,12214338,null,null
I'll Believe You,http://www.boxofficemojo.com/movies/?id=illbelieveyou.htm,11/09/2007,PG,82,12010,29,24110,null,null
I'll Do Anything,http://www.boxofficemojo.com/movies/?id=illdoanything.htm,02/04/1994,PG-13,116,4702625,1205,10424645,null,null
I'll See You In My Dreams,http://www.boxofficemojo.com/movies/?id=dreams15.htm,05/15/2015,PG-13,92,null,null,null,null,null
I'll See You in My Dreams,http://www.boxofficemojo.com/movies/?id=illseeyouinmydreams.htm,12/06/1951,Unrated,110,null,null,null,null,null
I'll Sing for You,http://www.boxofficemojo.com/movies/?id=illsingforyou.htm,03/26/2004,Unrated,76,1225,1,9425,null,null
I'll Sleep When I'm Dead,http://www.boxofficemojo.com/movies/?id=illsleepwhenimdead.htm,06/16/2004,R,102,13415,19,360759,130205,490964
I'm Dancing as Fast as I Can,http://www.boxofficemojo.com/movies/?id=imdancingasfastasican.htm,03/05/1982,R,107,null,null,291390,null,null
I'm Glad My Mother is Alive,http://www.boxofficemojo.com/movies/?id=imgladmymotherisalive.htm,09/02/2011,Unrated,90,3118,1,8705,13152,21857
I'm Going Home,http://www.boxofficemojo.com/movies/?id=imgoinghome.htm,08/14/2002,Unrated,85,12024,6,140872,n/a,140872
I'm Gonna Git You Sucka,http://www.boxofficemojo.com/movies/?id=imgonnagityousucka.htm,12/16/1988,R,89,543588,266,13030057,null,null
I'm In Love With a Church Girl,http://www.boxofficemojo.com/movies/?id=churchgirl.htm,10/18/2013,PG,118,971826,458,2387730,n/a,2387730
I'm Losing You,http://www.boxofficemojo.com/movies/?id=imlosingyou.htm,07/16/1999,R,100,7027,2,13996,null,null
I'm Not Jesus Mommy,http://www.boxofficemojo.com/movies/?id=imnotjesusmommy.htm,05/06/2011,R,89,5280,3,15005,null,null
I'm Not Rappaport,http://www.boxofficemojo.com/movies/?id=imnotrappaport.htm,12/27/1996,PG-13,136,17993,3,26011,null,null
I'm Not Scared,http://www.boxofficemojo.com/movies/?id=imnotscared.htm,04/09/2004,R,110,48292,63,1615328,5739090,7354418
I'm Not There,http://www.boxofficemojo.com/movies/?id=imnotthere.htm,11/21/2007,R,135,730819,149,4017609,7646507,11664116
I'm Reed Fish,http://www.boxofficemojo.com/movies/?id=imreedfish.htm,06/01/2007,PG,93,1026,1,3567,null,null
I'm So Excited,http://www.boxofficemojo.com/movies/?id=imsoexcited.htm,06/28/2013,R,102,97328,99,1368119,10356000,11724119
I'm Still Here,http://www.boxofficemojo.com/movies/?id=imstillhere.htm,09/10/2010,R,108,96658,120,408983,159980,568963
I'm the One That I Want,http://www.boxofficemojo.com/movies/?id=imtheonethatiwant.htm,08/04/2000,Unrated,96,33671,8,1210967,null,null
I've Heard Mermaids Singing,http://www.boxofficemojo.com/movies/?id=iveheardmermaidssinging.htm,09/11/1987,R,81,25998,27,1408491,null,null
I've Loved You So Long,http://www.boxofficemojo.com/movies/?id=ivelovedyousolong.htm,10/24/2008,PG-13,115,72205,69,3169305,19102871,22272176
I Frankenstein,http://www.boxofficemojo.com/movies/?id=ifrankenstein.htm,01/24/2014,PG-13,92,8610441,2753,19075290,52079302,71154592
I Me Aur Main,http://www.boxofficemojo.com/movies/?id=imeaurmain.htm,03/01/2013,Not Yet Rated,106,null,null,null,1776,null
I Robot,http://www.boxofficemojo.com/movies/?id=irobot.htm,07/16/2004,PG-13,105,52179887,3494,144801023,202433893,347234916
I the Jury,http://www.boxofficemojo.com/movies/?id=ithejury.htm,01/09/1982,R,111,null,null,1515578,null,null
I.O.U.S.A.,http://www.boxofficemojo.com/movies/?id=iousa.htm,08/22/2008,PG,85,61313,358,821046,5753,826799
I.Q.,http://www.boxofficemojo.com/movies/?id=iq.htm,12/25/1994,PG,95,3131201,1412,26381221,null,null
Ice Age,http://www.boxofficemojo.com/movies/?id=iceage.htm,03/15/2002,PG,81,46312454,3345,176387405,206869731,383257136
Ice Age 5,http://www.boxofficemojo.com/movies/?id=iceage5.htm,07/15/2016,Not Yet Rated,N/A,null,null,null,null,null
Ice Age:Continental Drift,http://www.boxofficemojo.com/movies/?id=iceage4.htm,07/13/2012,PG,94,46629259,3886,161321843,715922939,877244782
Ice Age:Dawn of the Dinosaurs,http://www.boxofficemojo.com/movies/?id=iceage3.htm,07/01/2009,PG,87,41690382,4102,196573705,690113112,886686817
Ice Age:The Meltdown,http://www.boxofficemojo.com/movies/?id=iceage2.htm,03/31/2006,PG,90,68033544,3969,195330621,465610159,660940780
The Ice at the Bottom of the World,http://www.boxofficemojo.com/movies/?id=iceatthebottomoftheworld.htm,TBD,Not Yet Rated,N/A,null,null,null,null,null
Ice Blues:A Donald Strachey Mystery,http://www.boxofficemojo.com/movies/?id=iceblues.htm,10/10/2008,R,84,668,1,1377,null,null
Ice Castles,http://www.boxofficemojo.com/movies/?id=icecastles.htm,1979,PG,108,null,null,null,null,null
The Ice Harvest,http://www.boxofficemojo.com/movies/?id=iceharvest.htm,11/23/2005,R,88,3740799,1555,9016782,1140186,10156968
Ice Pirates,http://www.boxofficemojo.com/movies/?id=icepirates.htm,03/16/1984,PG,91,4358022,1175,14255801,null,null
Ice Princess,http://www.boxofficemojo.com/movies/?id=iceprincess.htm,03/18/2005,G,92,6807471,2501,24402491,3243000,27645491
The Ice Storm,http://www.boxofficemojo.com/movies/?id=icestorm.htm,09/27/1997,R,112,75183,230,8038061,null,null
Iceman,http://www.boxofficemojo.com/movies/?id=iceman.htm,04/13/1984,PG,101,1836120,671,7343032,null,null
The Iceman (2013),http://www.boxofficemojo.com/movies/?id=iceman2013.htm,05/03/2013,R,105,87946,258,1969193,n/a,1969193
Iceman (2014),http://www.boxofficemojo.com/movies/?id=iceman2014.htm,09/19/2014,R,105,4698,6,7679,26000000,26007679
The Iceman Cometh,http://www.boxofficemojo.com/movies/?id=icemancometh.htm,11/10/1973,PG,N/A,null,null,null,null,null
The Icicle Thief,http://www.boxofficemojo.com/movies/?id=iciclethief.htm,08/24/1990,Unrated,88,20809,22,1231622,null,null
Ida,http://www.boxofficemojo.com/movies/?id=ida.htm,05/02/2014,PG-13,80,55438,137,3823505,n/a,3823505
An Ideal Husband,http://www.boxofficemojo.com/movies/?id=idealhusband.htm,06/18/1999,PG-13,96,2741108,772,18542974,null,null
The Identical,http://www.boxofficemojo.com/movies/?id=identical.htm,09/05/2014,PG,107,1587137,1956,2827666,null,null
Identity,http://www.boxofficemojo.com/movies/?id=identity.htm,04/25/2003,R,87,16225263,2733,52159536,38100000,90259536
Identity Thief,http://www.boxofficemojo.com/movies/?id=identitythief.htm,02/08/2013,R,111,34551025,3230,134506920,39458090,173965010
The Ides of March,http://www.boxofficemojo.com/movies/?id=idesofmarch.htm,10/07/2011,R,102,10470143,2199,40962534,35030527,75993061
Idiocracy,http://www.boxofficemojo.com/movies/?id=idiocracy.htm,09/01/2006,R,84,124367,130,444093,51210,495303
Idle Hands,http://www.boxofficemojo.com/movies/?id=idlehands.htm,04/30/1999,R,92,1807181,1611,4152230,null,null
Idlewild,http://www.boxofficemojo.com/movies/?id=outkast.htm,08/25/2006,R,90,5745780,975,12571185,71842,12643027
The Idolmaker,http://www.boxofficemojo.com/movies/?id=idolmaker.htm,11/14/1980,PG,119,318403,null,2625716,null,null
If a Tree Falls:A Story of the Earth Liberation Front,http://www.boxofficemojo.com/movies/?id=ifatreefalls.htm,06/22/2011,Unrated,85,5634,5,61794,null,null
If I Didn't Care,http://www.boxofficemojo.com/movies/?id=ifididntcare.htm,08/03/2007,Unrated,75,8527,2,9902,null,null
If I Die Tonight,http://www.boxofficemojo.com/movies/?id=ifidietonight.htm,07/31/2009,PG-13,92,9646,2,20214,null,null
If I Stay,http://www.boxofficemojo.com/movies/?id=ifistay.htm,08/22/2014,PG-13,106,15679190,3157,50474843,27800000,78274843
If I Want to Whistle I Whistle,http://www.boxofficemojo.com/movies/?id=wanttowhistle.htm,01/05/2011,Unrated,94,2999,1,12135,219544,231679
If I Were You,http://www.boxofficemojo.com/movies/?id=ifiwereyou.htm,03/15/2013,R,115,3889,14,9432,null,null
If Looks Could Kill,http://www.boxofficemojo.com/movies/?id=iflookscouldkill.htm,03/15/1991,PG-13,89,2246819,838,7788597,null,null
If Lucy Fell,http://www.boxofficemojo.com/movies/?id=iflucyfell.htm,03/08/1996,R,92,1308088,1200,2420162,null,null
If You Are the One 2 (Fei Cheng Wu Rao II),http://www.boxofficemojo.com/movies/?id=ifyouaretheone2.htm,12/24/2010,Unrated,N/A,182517,21,426894,75643458,76070352
If You Build It,http://www.boxofficemojo.com/movies/?id=ifyoubuildit.htm,01/10/2014,Unrated,85,4949,5,43393,null,null
If You Could See What I Hear,http://www.boxofficemojo.com/movies/?id=ifyoucouldseewhatihear.htm,04/23/1982,PG,103,2408000,558,8693512,null,null
If You Don't I Will,http://www.boxofficemojo.com/movies/?id=ifyoudontiwill.htm,12/17/2014,Unrated,102,1707,1,9719,null,null
If....,http://www.boxofficemojo.com/movies/?id=if.htm,03/09/1969,R,111,null,null,null,null,null
Igby Goes Down,http://www.boxofficemojo.com/movies/?id=igbygoesdown.htm,09/13/2002,R,98,306705,156,4777465,2141733,6919198
Igor,http://www.boxofficemojo.com/movies/?id=igor.htm,09/19/2008,PG,86,7803347,2341,19528602,11218902,30747504
Ikiru (Re-issue),http://www.boxofficemojo.com/movies/?id=ikiru02.htm,12/27/2002,Unrated,143,2149,2,60239,null,null
Il barbiere di Siviglia,http://www.boxofficemojo.com/movies/?id=ilbarbieredisiviglia.htm,TBD,Unrated,N/A,null,null,null,null,null
Il Cuore Altrove,http://www.boxofficemojo.com/movies/?id=ilcuorealtrove.htm,12/19/2003,Unrated,107,null,8,108954,n/a,108954
Il Divo,http://www.boxofficemojo.com/movies/?id=ildivo.htm,04/24/2009,Unrated,119,13867,8,240159,11020207,11260366
Il Futuro,http://www.boxofficemojo.com/movies/?id=ilfuturo.htm,09/06/2013,Unrated,94,2583,3,14001,null,null
Il Ne Faut Jurer de Rien,http://www.boxofficemojo.com/movies/?id=ilnefautjurerderien.htm,01/26/2007,Unrated,101,9836,6,23442,null,null
Il Postino,http://www.boxofficemojo.com/movies/?id=ilpostino.htm,06/16/1995,PG,108,95310,430,21848932,null,null
Il Posto,http://www.boxofficemojo.com/movies/?id=ilposto.htm,12/20/2002,Unrated,90,2581,1,9080,null,null
Il Trittico at La Scala,http://www.boxofficemojo.com/movies/?id=iltritticoatlascala.htm,05/02/2008,Unrated,N/A,2235,43,80374,null,null
Ill Gotten Gains,http://www.boxofficemojo.com/movies/?id=illgottengains.htm,09/18/1998,R,101,4401,8,8329,null,null
Illegal (2011),http://www.boxofficemojo.com/movies/?id=illegal2011.htm,03/25/2011,Unrated,90,404,1,651,289457,290108
Illegal Tender,http://www.boxofficemojo.com/movies/?id=illegaltender.htm,08/24/2007,R,108,1425915,514,3106835,null,null
Illegally Yours,http://www.boxofficemojo.com/movies/?id=illegallyyours.htm,05/13/1988,PG,102,null,null,259019,null,null
Illuminata,http://www.boxofficemojo.com/movies/?id=illuminata.htm,08/03/1999,R,111,53264,33,840134,n/a,840134
Illusion,http://www.boxofficemojo.com/movies/?id=illusion.htm,02/17/2006,PG-13,106,9261,5,9261,null,null
The Illusionist,http://www.boxofficemojo.com/movies/?id=illusionist.htm,08/18/2006,PG-13,109,6189133,1438,39868642,48023746,87892388
The Illusionist (2010),http://www.boxofficemojo.com/movies/?id=illusionist2010.htm,12/25/2010,PG,82,38594,206,2231474,3370957,5602431
The Illustrated Man,http://www.boxofficemojo.com/movies/?id=illustratedman.htm,03/26/1969,M/PG,103,null,null,null,null,null
Ilo Ilo,http://www.boxofficemojo.com/movies/?id=iloilo.htm,04/04/2014,Unrated,99,8775,4,56773,1100000,1156773
The Imaginarium of Doctor Parnassus,http://www.boxofficemojo.com/movies/?id=imaginariumofdoctorparnassus.htm,12/25/2009,PG-13,122,1762637,607,7689607,54119168,61808775
Imaginary Crimes,http://www.boxofficemojo.com/movies/?id=imaginarycrimes.htm,10/14/1994,PG,107,21748,7,89611,null,null
Imaginary Heroes,http://www.boxofficemojo.com/movies/?id=imaginaryheroes.htm,12/17/2004,R,112,4696,24,228767,62351,291118
Imaginary Witness:Hollywood and the Holocaust,http://www.boxofficemojo.com/movies/?id=imaginarywitness.htm,12/07/2007,Unrated,92,630,3,21507,null,null
Imagine Me and You,http://www.boxofficemojo.com/movies/?id=imaginemeandyou.htm,01/27/2006,R,93,51907,106,672243,1963062,2635305
Imagine That,http://www.boxofficemojo.com/movies/?id=imaginethat.htm,06/12/2009,PG,107,5503519,3011,16123323,6861871,22985194
Imagine:John Lennon,http://www.boxofficemojo.com/movies/?id=imaginejohnlennon.htm,10/07/1988,R,106,1412213,561,3753977,148,3754125
Imagining Argentina,http://www.boxofficemojo.com/movies/?id=imaginingargentina.htm,06/11/2004,R,107,3752,1,8899,n/a,8899
The IMAX Nutcracker (IMAX),http://www.boxofficemojo.com/movies/?id=nutcrackerimax.htm,11/12/1999,Unrated,37,null,26,1009291,null,null
Imelda,http://www.boxofficemojo.com/movies/?id=imelda.htm,06/09/2004,Unrated,103,24077,6,200992,null,null
The Imitation Game,http://www.boxofficemojo.com/movies/?id=imitationgame.htm,11/28/2014,PG-13,114,7932292,2402,90944741,127156278,218101019
Imitation of Life (1934),http://www.boxofficemojo.com/movies/?id=imitationoflife34.htm,11/26/1934,Unrated,111,null,null,null,null,null
Imitation of Life (1959),http://www.boxofficemojo.com/movies/?id=imitationoflife59.htm,04/17/1959,Unrated,125,null,null,null,null,null
Immediate Family,http://www.boxofficemojo.com/movies/?id=immediatefamily.htm,10/27/1989,PG-13,99,1675344,836,5932613,null,null
The Immigrant,http://www.boxofficemojo.com/movies/?id=theimmigrant.htm,05/16/2014,R,120,44064,150,2025328,3842358,5867686
Immigration Tango,http://www.boxofficemojo.com/movies/?id=immigrationtango.htm,02/18/2011,R,90,14432,30,24554,null,null
Immortal Beloved,http://www.boxofficemojo.com/movies/?id=immortalbeloved.htm,12/16/1994,R,121,120108,463,9914409,null,null
The Immortalists,http://www.boxofficemojo.com/movies/?id=immortalists.htm,11/26/2014,Unrated,78,null,3,9331,null,null
Immortals,http://www.boxofficemojo.com/movies/?id=warofgods.htm,11/11/2011,R,110,32206425,3120,83504017,143400000,226904017
The Imperialists Are Still Alive!,http://www.boxofficemojo.com/movies/?id=imperialists.htm,04/15/2011,Unrated,90,2832,1,5874,null,null
The Importance of Being Earnest,http://www.boxofficemojo.com/movies/?id=importanceofbeingearnest.htm,05/17/2002,PG,94,null,216,8384929,8906041,17290970
The Impossible,http://www.boxofficemojo.com/movies/?id=impossible.htm,12/21/2012,PG-13,107,2531117,886,19019882,161254241,180274123
The Imposter,http://www.boxofficemojo.com/movies/?id=imposter2012.htm,07/13/2012,Unrated,99,22379,31,898317,1100960,1999277
Impostor,http://www.boxofficemojo.com/movies/?id=impostor.htm,01/04/2002,PG-13,95,3022523,1870,6285176,1860373,8145549
The Impostors,http://www.boxofficemojo.com/movies/?id=impostors.htm,10/02/1998,R,101,308767,162,2198044,null,null
Impromptu,http://www.boxofficemojo.com/movies/?id=impromptu.htm,04/12/1991,PG-13,107,51176,166,4076211,null,null
Impulse,http://www.boxofficemojo.com/movies/?id=impulse.htm,09/28/1984,R,91,995570,376,2773433,null,null
Impulse (1990),http://www.boxofficemojo.com/movies/?id=impulse90.htm,04/06/1990,R,109,471126,155,2544504,null,null
In & Out,http://www.boxofficemojo.com/movies/?id=inandout.htm,09/19/1997,PG-13,92,15019821,2452,63856929,null,null
In a Better World,http://www.boxofficemojo.com/movies/?id=inabetterworld.htm,04/01/2011,R,119,33058,51,1008098,8621728,9629826
In a Dream,http://www.boxofficemojo.com/movies/?id=inadream.htm,04/10/2009,Unrated,80,5297,4,54640,null,null
In a World,http://www.boxofficemojo.com/movies/?id=inaworld.htm,08/09/2013,R,N/A,70541,144,2963902,n/a,2963902
In America,http://www.boxofficemojo.com/movies/?id=inamerica.htm,11/26/2003,PG-13,107,205229,403,15539656,9843255,25382911
In Another Country,http://www.boxofficemojo.com/movies/?id=inanothercountry.htm,11/09/2012,Unrated,89,3207,6,25079,null,null
In Between Days,http://www.boxofficemojo.com/movies/?id=inbetweendays.htm,06/27/2007,Unrated,83,5065,4,23465,8993,32458
In Bloom,http://www.boxofficemojo.com/movies/?id=inbloom.htm,01/10/2014,Unrated,102,9280,4,56092,null,null
In Bruges,http://www.boxofficemojo.com/movies/?id=inbruges.htm,02/08/2008,R,107,459575,232,7800824,25593616,33394440
In Cold Blood,http://www.boxofficemojo.com/movies/?id=incoldblood.htm,12/14/1967,Unrated,134,null,null,null,null,null
In Country,http://www.boxofficemojo.com/movies/?id=incountry.htm,09/15/1989,R,120,1369762,606,3531971,null,null
The In Crowd,http://www.boxofficemojo.com/movies/?id=incrowd.htm,07/21/2000,PG-13,105,1505551,1357,5280035,null,null
The In Crowd (1988),http://www.boxofficemojo.com/movies/?id=incrowd88.htm,02/05/1988,PG,105,null,37,136567,null,null
In Custody,http://www.boxofficemojo.com/movies/?id=incustody.htm,04/15/1994,PG,125,7701,3,92612,null,null
In Darkness,http://www.boxofficemojo.com/movies/?id=indarkness.htm,02/10/2012,R,145,27413,52,1041455,4535270,5576725
In Dreams,http://www.boxofficemojo.com/movies/?id=indreams.htm,01/15/1999,R,98,3992449,1682,12017369,null,null
In God We Trust,http://www.boxofficemojo.com/movies/?id=ingodwetrust.htm,09/26/1980,PG,97,2008150,null,5215015,null,null
In God's Hands,http://www.boxofficemojo.com/movies/?id=ingodshands.htm,04/24/1998,PG-13,97,555342,109,1546414,null,null
In Good Company,http://www.boxofficemojo.com/movies/?id=ingoodcompany.htm,12/29/2004,PG-13,110,14289750,1963,45806659,15508556,61315215
In Harm's Way,http://www.boxofficemojo.com/movies/?id=inharmsway.htm,04/06/1965,Unrated,165,null,null,null,null,null
In Her Line of Fire,http://www.boxofficemojo.com/movies/?id=inherlineoffire.htm,04/21/2006,R,90,232,3,884,null,null
In Her Shoes,http://www.boxofficemojo.com/movies/?id=inhershoes.htm,10/07/2005,PG-13,130,10017575,2840,32880591,50193292,83073883
In Her Skin,http://www.boxofficemojo.com/movies/?id=inherskin.htm,TBD,PG,104,null,null,null,null,null
In Love and War,http://www.boxofficemojo.com/movies/?id=inloveandwar.htm,12/18/1996,PG-13,113,5489245,1612,14481231,10891063,25372294
In My Country,http://www.boxofficemojo.com/movies/?id=inmycountry.htm,03/11/2005,R,104,22383,15,163893,1327541,1491434
In My Father's Den,http://www.boxofficemojo.com/movies/?id=inmyfathersden.htm,N/A,R,N/A,null,null,n/a,1614675,1614675
In My Skin,http://www.boxofficemojo.com/movies/?id=inmyskin.htm,11/07/2003,Unrated,93,7572,3,31046,null,null
In My Sleep,http://www.boxofficemojo.com/movies/?id=inmysleep.htm,04/23/2010,PG-13,90,9285,2,30158,null,null
In No Great Hurry:13 Lessons in Life with Saul Leiter,http://www.boxofficemojo.com/movies/?id=innogreathurry.htm,01/03/2014,Unrated,75,6100,4,12133,null,null
In Old California,http://www.boxofficemojo.com/movies/?id=inoldcalifornia.htm,05/31/1942,Unrated,88,null,null,null,null,null
In Our Nature,http://www.boxofficemojo.com/movies/?id=inournature.htm,12/07/2012,Unrated,103,4378,1,6543,null,null
In Over My Head,http://www.boxofficemojo.com/movies/?id=inovermyhead.htm,10/26/2012,Unrated,106,7476,1,19482,null,null
In Praise of Love,http://www.boxofficemojo.com/movies/?id=inpraiseoflove.htm,09/06/2002,PG,97,38844,11,252074,n/a,252074
In Search of a Midnight Kiss,http://www.boxofficemojo.com/movies/?id=insearchofamidnightkiss.htm,08/01/2008,Unrated,90,13385,11,172605,1121571,1294176
In Secret,http://www.boxofficemojo.com/movies/?id=therese13.htm,02/21/2014,R,N/A,265586,266,444179,n/a,444179
In the Army Now,http://www.boxofficemojo.com/movies/?id=inthearmynow.htm,08/12/1994,PG,92,6367194,1452,28881266,null,null
In the Bedroom,http://www.boxofficemojo.com/movies/?id=inthebedroom.htm,11/23/2001,R,130,1694211,1103,35930604,7438175,43368779
In the Company of Men,http://www.boxofficemojo.com/movies/?id=inthecompanymen.htm,08/01/1997,R,97,100006,108,2804473,null,null
In the Cut,http://www.boxofficemojo.com/movies/?id=inthecut.htm,10/22/2003,R,113,2063361,825,4750602,18976191,23726793
