url,title,year
http://en.wikipedia.org/wiki/Emergency_Act_19,'Emergency Act 19',2002
http://en.wikipedia.org/wiki/Working_Girl,'Working Girl',1988
http://en.wikipedia.org/wiki/I%27ll_Sleep_When_I%27m_Dead_(film),'Ill Sleep When Im Dead (film)',2003
http://en.wikipedia.org/wiki/Super_Mario_Bros._(film),'Super Mario Bros. (film)',1993
http://en.wikipedia.org/wiki/This_Property_Is_Condemned,'This Property Is Condemned',1966
http://en.wikipedia.org/wiki/Now_Is_Good,'Now Is Good',2012
http://en.wikipedia.org/wiki/Adam%27s_Rib,'Adams Rib',1949
http://en.wikipedia.org/wiki/Waking_Life,'Waking Life',2001
http://en.wikipedia.org/wiki/People_I_Know,'People I Know',2002
http://en.wikipedia.org/wiki/Hatachi_no_binetsu,'Hatachi no binetsu',2003
http://en.wikipedia.org/wiki/Bottle_Rocket,'Bottle Rocket',1996
http://en.wikipedia.org/wiki/Punk_Farm_(film),'Punk Farm (film)',2008
http://en.wikipedia.org/wiki/Aladdin_and_His_Wonderful_Lamp,'Aladdin and His Wonderful Lamp',1939
http://en.wikipedia.org/wiki/Caffeine_(film),'Caffeine (film)',2006
http://en.wikipedia.org/wiki/In_This_World,'In This World',2002
http://en.wikipedia.org/wiki/The_Cars_That_Ate_Paris,'The Cars That Ate Paris',1974
http://en.wikipedia.org/wiki/U.S._Marshals_(film),'U.S. Marshals (film)',1998
http://en.wikipedia.org/wiki/Ararat_(film),'Ararat (film)',2002
http://en.wikipedia.org/wiki/The_Time_Traveler%27s_Wife_(film),'The Time Travelers Wife (film)',2009
http://en.wikipedia.org/wiki/Wild_Side_(2004_film),'Wild Side (2004 film)',2004
http://en.wikipedia.org/wiki/The_Snake_King%27s_Child,'The Snake Kings Child',2001
http://en.wikipedia.org/wiki/Let_Him_Have_It,'Let Him Have It',1992
http://en.wikipedia.org/wiki/Daughters_of_the_Dust,'Daughters of the Dust',1991
http://en.wikipedia.org/wiki/Sensations_of_1945,'Sensations of 1945',1944
http://en.wikipedia.org/wiki/Paradise_Canyon,'Paradise Canyon',1935
http://en.wikipedia.org/wiki/The_Doom_Generation,'The Doom Generation',1995
http://en.wikipedia.org/wiki/Mapado,'Mapado',2005
http://en.wikipedia.org/wiki/2_Days_in_New_York,'2 Days in New York',2012
http://en.wikipedia.org/wiki/The_Call_(2013_film),'The Call (2013 film)',2013
http://en.wikipedia.org/wiki/Club_Dread,'Club Dread',2004
http://en.wikipedia.org/wiki/Uuno_Turhapuro_%E2%80%93_This_Is_My_Life,'Uuno Turhapuro – This Is My Life',2004
http://en.wikipedia.org/wiki/Torment_(1944_film),'Torment (1944 film)',1944
http://en.wikipedia.org/wiki/Bartok_the_Magnificent,'Bartok the Magnificent',1999
http://en.wikipedia.org/wiki/Rio_Grande_(film),'Rio Grande (film)',1950
http://en.wikipedia.org/wiki/The_Roller_Blade_Seven,'The Roller Blade Seven',1991
http://en.wikipedia.org/wiki/Diggstown,'Diggstown',1992
http://en.wikipedia.org/wiki/History_of_Postwar_Japan_as_Told_by_a_Bar_Hostess,'History of Postwar Japan as Told by a Bar Hostess',1970
http://en.wikipedia.org/wiki/Mickey%27s_Trailer,'Mickeys Trailer',1938
http://en.wikipedia.org/wiki/Pok%C3%A9mon_the_Movie:_Genesect_and_the_Legend_Awakened,'Pokémon the Movie: Genesect and the Legend Awakened',2013
http://en.wikipedia.org/wiki/Citizen_Ruth,'Citizen Ruth',1996
http://en.wikipedia.org/wiki/Once_Were_Warriors_(film),'Once Were Warriors (film)',1994
http://en.wikipedia.org/wiki/Marian_Anderson:_the_Lincoln_Memorial_Concert,'Marian Anderson: the Lincoln Memorial Concert',1939
http://en.wikipedia.org/wiki/The_Unsinkable_Molly_Brown_(film),'The Unsinkable Molly Brown (film)',1964
http://en.wikipedia.org/wiki/Can-Can_(film),'Can-Can (film)',1960
http://en.wikipedia.org/wiki/The_Rainbow_(film),'The Rainbow (film)',1989
http://en.wikipedia.org/wiki/Kamillions,'Kamillions',1989
http://en.wikipedia.org/wiki/Mahogany_(1975_film),'Mahogany (1975 film)',1975
http://en.wikipedia.org/wiki/The_Story_of_Mankind_(1957_film),'The Story of Mankind (1957 film)',1957
http://en.wikipedia.org/wiki/Blue_Valentine_(film),'Blue Valentine (film)',2010
http://en.wikipedia.org/wiki/The_Karate_Kid_(2010_film),'The Karate Kid (2010 film)',2010
http://en.wikipedia.org/wiki/Epic_Movie,'Epic Movie',2007
http://en.wikipedia.org/wiki/Invictus_(film),'Invictus (film)',2009
http://en.wikipedia.org/wiki/The_Thirteenth_Floor,'The Thirteenth Floor',1999
http://en.wikipedia.org/wiki/The_Celebration,'The Celebration',1998
http://en.wikipedia.org/wiki/Crying_Freeman_(film),'Crying Freeman (film)',1996
http://en.wikipedia.org/wiki/Isadora,'Isadora',1968
http://en.wikipedia.org/wiki/Zero_Day_(film),'Zero Day (film)',2003
http://en.wikipedia.org/wiki/The_Golden_Bowl_(film),'The Golden Bowl (film)',2000
http://en.wikipedia.org/wiki/The_Aztec_Mummy_Against_the_Humanoid_Robot,'The Aztec Mummy Against the Humanoid Robot',1959
http://en.wikipedia.org/wiki/Queen_of_Outer_Space,'Queen of Outer Space',1958
http://en.wikipedia.org/wiki/My_Baby%27s_Daddy,'My Babys Daddy',2004
http://en.wikipedia.org/wiki/Deep_Cover,'Deep Cover',1992
http://en.wikipedia.org/wiki/Nam%27s_Angels,'Nams Angels',1970
http://en.wikipedia.org/wiki/The_Kings_of_Summer,'The Kings of Summer',2013
http://en.wikipedia.org/wiki/The_Wrong_Guy,'The Wrong Guy',1997
http://en.wikipedia.org/wiki/Ice_Princess,'Ice Princess',2005
http://en.wikipedia.org/wiki/Get_a_Clue,'Get a Clue',2002
http://en.wikipedia.org/wiki/Les_Visiteurs_du_Soir,'Les Visiteurs du Soir',1942
http://en.wikipedia.org/wiki/Aalvar,'Aalvar',2006
http://en.wikipedia.org/wiki/Legend_of_Tianyun_Mountain,'Legend of Tianyun Mountain',1980
http://en.wikipedia.org/wiki/Barton_Fink,'Barton Fink',1991
http://en.wikipedia.org/wiki/Salt_of_the_Earth_(1954_film),'Salt of the Earth (1954 film)',1954
http://en.wikipedia.org/wiki/Ars%C3%A8ne_Lupin_(2004_film),'Arsène Lupin (2004 film)',2004
http://en.wikipedia.org/wiki/Teachers_(film),'Teachers (film)',1984
http://en.wikipedia.org/wiki/Witless_Protection,'Witless Protection',2008
http://en.wikipedia.org/wiki/Camp_Nowhere,'Camp Nowhere',1994
http://en.wikipedia.org/wiki/The_Ice_Storm_(film),'The Ice Storm (film)',1997
http://en.wikipedia.org/wiki/Hollywood_Ending,'Hollywood Ending',2002
http://en.wikipedia.org/wiki/The_More_the_Merrier,'The More the Merrier',1943
http://en.wikipedia.org/wiki/Nim%27s_Island,'Nims Island',2008
http://en.wikipedia.org/wiki/Dogma_(film),'Dogma (film)',1999
http://en.wikipedia.org/wiki/Adventures_of_Captain_Marvel,'Adventures of Captain Marvel',1941
http://en.wikipedia.org/wiki/Homicide_(1991_film),'Homicide (1991 film)',1991
http://en.wikipedia.org/wiki/Duck!_Rabbit_Duck!,'Duck! Rabbit Duck!',1953
http://en.wikipedia.org/wiki/Johnny_Suede,'Johnny Suede',1991
http://en.wikipedia.org/wiki/Embrujo_en_Cerros_Blancos,'Embrujo en Cerros Blancos',1955
http://en.wikipedia.org/wiki/Crush_and_Blush,'Crush and Blush',2008
http://en.wikipedia.org/wiki/Escape_from_Hong_Kong_Island,'Escape from Hong Kong Island',2004
http://en.wikipedia.org/wiki/Rio_(2011_film),'Rio (2011 film)',2011
http://en.wikipedia.org/wiki/Skyfall,'Skyfall',2012
http://en.wikipedia.org/wiki/Abraham%27s_Gold,'Abrahams Gold',1990
http://en.wikipedia.org/wiki/Josie_and_the_Pussycats_(film),'Josie and the Pussycats (film)',2001
http://en.wikipedia.org/wiki/Om_Jai_Jagadish,'Om Jai Jagadish',2002
http://en.wikipedia.org/wiki/Pumpkinhead_(film),'Pumpkinhead (film)',1988
http://en.wikipedia.org/wiki/10_Items_or_Less_(film),'10 Items or Less (film)',2006
http://en.wikipedia.org/wiki/All_That_Falls_Has_Wings,'All That Falls Has Wings',1990
http://en.wikipedia.org/wiki/My_New_Partner,'My New Partner',1985
http://en.wikipedia.org/wiki/Blitz_(film),'Blitz (film)',2011
http://en.wikipedia.org/wiki/The_Incredibles,'The Incredibles',2004
http://en.wikipedia.org/wiki/Reefer_Madness,'Reefer Madness',1936
http://en.wikipedia.org/wiki/Twenty_Minutes_of_Love,'Twenty Minutes of Love',1914
http://en.wikipedia.org/wiki/Farewell_My_Lovely_(1975_film),'Farewell My Lovely (1975 film)',1975
http://en.wikipedia.org/wiki/Velvet_Goldmine,'Velvet Goldmine',1998
http://en.wikipedia.org/wiki/David_and_Bathsheba,'David and Bathsheba',1951
http://en.wikipedia.org/wiki/Bowery_Blitzkrieg,'Bowery Blitzkrieg',1941
http://en.wikipedia.org/wiki/Deadline_-_U.S.A.,'Deadline - U.S.A.',1952
http://en.wikipedia.org/wiki/The_Enigma_of_Kaspar_Hauser,'The Enigma of Kaspar Hauser',1974
http://en.wikipedia.org/wiki/Police_Academy_2:_Their_First_Assignment,'Police Academy 2: Their First Assignment',1985
http://en.wikipedia.org/wiki/Distant_Drums,'Distant Drums',1951
http://en.wikipedia.org/wiki/Sirocco_(film),'Sirocco (film)',1951
http://en.wikipedia.org/wiki/Woodstock_(film),'Woodstock (film)',1970
http://en.wikipedia.org/wiki/Goya%27s_Ghosts,'Goyas Ghosts',2006
http://en.wikipedia.org/wiki/Overlord_(film),'Overlord (film)',1975
http://en.wikipedia.org/wiki/Bend_of_the_River,'Bend of the River',1952
http://en.wikipedia.org/wiki/House_of_Games,'House of Games',1987
http://en.wikipedia.org/wiki/Born_in_Flames,'Born in Flames',1983
http://en.wikipedia.org/wiki/World%27s_Biggest_Gang_Bang,'Worlds Biggest Gang Bang',1995
http://en.wikipedia.org/wiki/Aakhree_Raasta,'Aakhree Raasta',1986
http://en.wikipedia.org/wiki/The_Wise_Little_Hen,'The Wise Little Hen',1934
http://en.wikipedia.org/wiki/Wide_Sargasso_Sea_(1993_film),'Wide Sargasso Sea (1993 film)',1993
http://en.wikipedia.org/wiki/Romy_and_Michele%27s_High_School_Reunion,'Romy and Micheles High School Reunion',1997
http://en.wikipedia.org/wiki/The_Long_Gray_Line,'The Long Gray Line',1955
http://en.wikipedia.org/wiki/The_40-Year-Old_Virgin,'The 40-Year-Old Virgin',2005
http://en.wikipedia.org/wiki/The_Lost_World:_Jurassic_Park,'The Lost World: Jurassic Park',1994
http://en.wikipedia.org/wiki/Bio_Zombie,'Bio Zombie',1998
http://en.wikipedia.org/wiki/Glengarry_Glen_Ross_(film),'Glengarry Glen Ross (film)',1992
http://en.wikipedia.org/wiki/This_Is_Not_a_Film,'This Is Not a Film',2011
http://en.wikipedia.org/wiki/Pepi_Luci_Bom_y_otras_chicas_del_mont%C3%B3n,'Pepi Luci Bom y otras chicas del montón',1980
http://en.wikipedia.org/wiki/Sue_Mai_%26_Sawa:_Righting_the_Girl_Ship,'Sue Mai & Sawa: Righting the Girl Ship',2012
http://en.wikipedia.org/wiki/Edison_(film),'Edison (film)',2005
http://en.wikipedia.org/wiki/Ladies_in_Lavender,'Ladies in Lavender',2004
http://en.wikipedia.org/wiki/The_Rocky_Horror_Picture_Show,'The Rocky Horror Picture Show',1975
http://en.wikipedia.org/wiki/Dave_(film),'Dave (film)',1993
http://en.wikipedia.org/wiki/Here_Comes_the_Navy,'Here Comes the Navy',1934
http://en.wikipedia.org/wiki/Into_the_Arms_of_Strangers:_Stories_of_the_Kindertransport,'Into the Arms of Strangers: Stories of the Kindertransport',2000
http://en.wikipedia.org/wiki/Apartment_Zero,'Apartment Zero',1988
http://en.wikipedia.org/wiki/Bad_Day_at_Black_Rock,'Bad Day at Black Rock',1955
http://en.wikipedia.org/wiki/Escape_from_the_%27Liberty%27_Cinema,'Escape from the Liberty Cinema',1990
http://en.wikipedia.org/wiki/Ghost_House,'Ghost House',2004
http://en.wikipedia.org/wiki/Two_for_the_Money_(film),'Two for the Money (film)',2005
http://en.wikipedia.org/wiki/Light_It_Up_(film),'Light It Up (film)',1999
http://en.wikipedia.org/wiki/Capricorn_One,'Capricorn One',1978
http://en.wikipedia.org/wiki/The_Slugger%27s_Wife,'The Sluggers Wife',1985
http://en.wikipedia.org/wiki/Stage_Fright_(1987_film),'Stage Fright (1987 film)',1987
http://en.wikipedia.org/wiki/The_Deadly_Bees,'The Deadly Bees',1966
http://en.wikipedia.org/wiki/Ghost_in_the_Shell_(film),'Ghost in the Shell (film)',1995
http://en.wikipedia.org/wiki/The_Good_Earth_(film),'The Good Earth (film)',1937
http://en.wikipedia.org/wiki/Murder_at_the_Gallop,'Murder at the Gallop',1963
http://en.wikipedia.org/wiki/The_Children_Are_Watching_Us,'The Children Are Watching Us',1944
http://en.wikipedia.org/wiki/Anacondas:_Trail_of_Blood,'Anacondas: Trail of Blood',2009
http://en.wikipedia.org/wiki/The_Proposition_(1998_film),'The Proposition (1998 film)',1998
http://en.wikipedia.org/wiki/Mirror_Mirror_(1990_film),'Mirror Mirror (1990 film)',1990
http://en.wikipedia.org/wiki/Sniper_(1993_film),'Sniper (1993 film)',1993
http://en.wikipedia.org/wiki/Dogtown_and_Z-Boys,'Dogtown and Z-Boys',2001
http://en.wikipedia.org/w/index.php?title=Punk_Rock_Holocaust&action=edit&redlink=1,'Punk Rock Holocaust (page does not exist)',2004
http://en.wikipedia.org/wiki/Hellraiser_(film_series),'Hellraiser (film series)',null
http://en.wikipedia.org/wiki/Bride_of_Chucky,'Bride of Chucky',1998
http://en.wikipedia.org/wiki/Kandukondain_Kandukondain,'Kandukondain Kandukondain',2000
http://en.wikipedia.org/wiki/Meteor_(film),'Meteor (film)',1979
http://en.wikipedia.org/wiki/Izo,'Izo',2004
http://en.wikipedia.org/wiki/Eclipse_de_sol,'Eclipse de sol',1943
http://en.wikipedia.org/wiki/River_of_No_Return,'River of No Return',1954
http://en.wikipedia.org/wiki/The_Rebound,'The Rebound',2009
http://en.wikipedia.org/wiki/Souls_Protest,'Souls Protest',2000
http://en.wikipedia.org/wiki/Pigs_and_Battleships,'Pigs and Battleships',1961
http://en.wikipedia.org/wiki/Danger_Lights,'Danger Lights',1930
http://en.wikipedia.org/wiki/Behind_Enemy_Lines_(2001_film),'Behind Enemy Lines (2001 film)',2001
http://en.wikipedia.org/wiki/Raincoat_(2004_film),'Raincoat (2004 film)',2004
http://en.wikipedia.org/wiki/Fires_Were_Started,'Fires Were Started',1943
http://en.wikipedia.org/wiki/Soulkeeper,'Soulkeeper',2001
http://en.wikipedia.org/wiki/Another_Woman,'Another Woman',1988
http://en.wikipedia.org/wiki/Invisible_Waves,'Invisible Waves',2006
http://en.wikipedia.org/wiki/WUSA_(film),'WUSA (film)',1970
http://en.wikipedia.org/wiki/Strange_Wilderness,'Strange Wilderness',2008
http://en.wikipedia.org/wiki/Dog_Park_(film),'Dog Park (film)',1998
http://en.wikipedia.org/wiki/RoboCop_2,'RoboCop 2',1990
http://en.wikipedia.org/wiki/Horrible_Bosses,'Horrible Bosses',2011
http://en.wikipedia.org/wiki/The_Guns_of_Navarone_(film),'The Guns of Navarone (film)',1961
http://en.wikipedia.org/wiki/Hide_and_Seek_(2005_film),'Hide and Seek (2005 film)',2005
http://en.wikipedia.org/wiki/Someone_Like_You_(film),'Someone Like You (film)',2001
http://en.wikipedia.org/wiki/Aces_High_(film),'Aces High (film)',1976
http://en.wikipedia.org/wiki/G.I.Jane,'G.I.Jane',1997
http://en.wikipedia.org/wiki/Carry_On_Nurse,'Carry On Nurse',1959
http://en.wikipedia.org/wiki/The_Skin_Game_(1931_film),'The Skin Game (1931 film)',1931
http://en.wikipedia.org/wiki/Saints_and_Soldiers,'Saints and Soldiers',2004
http://en.wikipedia.org/wiki/The_Truth_About_Cats_%26_Dogs,'The Truth About Cats & Dogs',1996
http://en.wikipedia.org/wiki/The_Three_Stooges_Go_Around_the_World_in_a_Daze,'The Three Stooges Go Around the World in a Daze',1963
http://en.wikipedia.org/wiki/Force_10_from_Navarone_(film),'Force 10 from Navarone (film)',1978
http://en.wikipedia.org/wiki/A_Slipping-Down_Life,'A Slipping-Down Life',1999
http://en.wikipedia.org/wiki/Sehnsucht_(1920_film),'Sehnsucht (1920 film)',1920
http://en.wikipedia.org/wiki/Dogs_in_Space,'Dogs in Space',1987
http://en.wikipedia.org/wiki/Sunset_(film),'Sunset (film)',1988
http://en.wikipedia.org/wiki/Shadow_of_the_Thin_Man,'Shadow of the Thin Man',1941
http://en.wikipedia.org/wiki/Crying_Out_Love_in_the_Center_of_the_World,'Crying Out Love in the Center of the World',2004
http://en.wikipedia.org/wiki/Deuce_Bigalow:_European_Gigolo,'Deuce Bigalow: European Gigolo',2005
http://en.wikipedia.org/wiki/1776_(musical),'1776 (musical)',1972
http://en.wikipedia.org/wiki/London_After_Midnight_(film),'London After Midnight (film)',1927
http://en.wikipedia.org/wiki/Crank_(film),'Crank (film)',2006
http://en.wikipedia.org/wiki/Karz_(film),'Karz (film)',1980
http://en.wikipedia.org/wiki/Mr._Zhao,'Mr. Zhao',1998
http://en.wikipedia.org/wiki/Forever_Enthralled,'Forever Enthralled',2008
http://en.wikipedia.org/wiki/A_Piece_of_the_Action_(film),'A Piece of the Action (film)',1977
http://en.wikipedia.org/wiki/Babe_(film),'Babe (film)',1995
http://en.wikipedia.org/wiki/Hukkle,'Hukkle',2002
http://en.wikipedia.org/wiki/The_Brood,'The Brood',1979
http://en.wikipedia.org/wiki/Der_Sieg_des_Glaubens,'Der Sieg des Glaubens',1933
http://en.wikipedia.org/wiki/Business_Is_Business_(film),'Business Is Business (film)',1971
http://en.wikipedia.org/wiki/Santa_Claus_Conquers_the_Martians,'Santa Claus Conquers the Martians',1964
http://en.wikipedia.org/wiki/Hunk_(film),'Hunk (film)',1987
http://en.wikipedia.org/wiki/Virgin_Territory,'Virgin Territory',2007
http://en.wikipedia.org/wiki/Volcano_(1997_film),'Volcano (1997 film)',1997
http://en.wikipedia.org/wiki/The_President%27s_Analyst,'The Presidents Analyst',1967
http://en.wikipedia.org/wiki/Demon_Island,'Demon Island',2002
http://en.wikipedia.org/wiki/When_the_Cat%27s_Away_(1996_film),'When the Cats Away (1996 film)',1996
http://en.wikipedia.org/wiki/L%27Arriv%C3%A9e_d%27un_Train_en_Gare_de_la_Ciotat,'LArrivée dun Train en Gare de la Ciotat',1895
http://en.wikipedia.org/wiki/The_Exorcist_(film),'The Exorcist (film)',1973
http://en.wikipedia.org/wiki/Keoma_(film),'Keoma (film)',1976
http://en.wikipedia.org/wiki/Manhattan_(film),'Manhattan (film)',1979
http://en.wikipedia.org/wiki/Frigid_Hare,'Frigid Hare',1949
http://en.wikipedia.org/wiki/Mi_vida_sin_m%C3%AD,'Mi vida sin mí',2003
http://en.wikipedia.org/wiki/Support_Your_Local_Sheriff!,'Support Your Local Sheriff!',1969
http://en.wikipedia.org/wiki/Wyatt_Earp_(film),'Wyatt Earp (film)',1994
http://en.wikipedia.org/wiki/I_Married_a_Communist_(film),'I Married a Communist (film)',1949
http://en.wikipedia.org/wiki/Towards_the_Sun_(film),'Towards the Sun (film)',1955
http://en.wikipedia.org/wiki/Body_Without_Soul,'Body Without Soul',1994
http://en.wikipedia.org/wiki/The_Last_House_on_the_Left_(2009_film),'The Last House on the Left (2009 film)',2009
http://en.wikipedia.org/wiki/The_Savage_Innocents,'The Savage Innocents',1959
http://en.wikipedia.org/wiki/The_Woman_in_the_Fifth,'The Woman in the Fifth',2011
http://en.wikipedia.org/wiki/My_Fair_Lady_(film),'My Fair Lady (film)',1964
http://en.wikipedia.org/wiki/Pi%C3%B1ero,'Piñero',2001
http://en.wikipedia.org/wiki/Silent_Hill:_Revelation_3D,'Silent Hill: Revelation 3D',2012
http://en.wikipedia.org/wiki/The_Limits_of_Control,'The Limits of Control',2009
http://en.wikipedia.org/wiki/Quad_God,'Quad God',2000
http://en.wikipedia.org/wiki/I_Know_Who_Killed_Me,'I Know Who Killed Me',2007
http://en.wikipedia.org/wiki/Funny_Face,'Funny Face',1957
http://en.wikipedia.org/wiki/Abandon_(film),'Abandon (film)',2002
http://en.wikipedia.org/wiki/The_Fly_II,'The Fly II',1989
http://en.wikipedia.org/wiki/The_Interpreter,'The Interpreter',2005
http://en.wikipedia.org/wiki/Condemned_(film),'Condemned (film)',1929
http://en.wikipedia.org/wiki/The_Boston_Strangler_(film),'The Boston Strangler (film)',1968
http://en.wikipedia.org/wiki/Mon_oncle_Antoine,'Mon oncle Antoine',1971
http://en.wikipedia.org/wiki/The_Old_Grey_Hare,'The Old Grey Hare',1944
http://en.wikipedia.org/wiki/Elsa_y_Fred,'Elsa y Fred',2005
http://en.wikipedia.org/wiki/Antarnaad,'Antarnaad',1991
http://en.wikipedia.org/wiki/Thirteen_(2003_film),'Thirteen (2003 film)',2003
http://en.wikipedia.org/wiki/Burke_%26_Hare_(2010_film),'Burke & Hare (2010 film)',2010
http://en.wikipedia.org/wiki/Dinosaur_(film),'Dinosaur (film)',2000
http://en.wikipedia.org/wiki/Synecdoche_New_York_(film),'Synecdoche New York (film)',2009
http://en.wikipedia.org/wiki/Dandelion_(film),'Dandelion (film)',2004
http://en.wikipedia.org/wiki/Jis_Desh_Men_Ganga_Behti_Hai,'Jis Desh Men Ganga Behti Hai',1960
http://en.wikipedia.org/wiki/Rockstar_(2011_film),'Rockstar (2011 film)',2011
http://en.wikipedia.org/wiki/Chaos_(2001_film),'Chaos (2001 film)',2001
http://en.wikipedia.org/wiki/Identikit,'Identikit',1974
http://en.wikipedia.org/wiki/Living_It_Up,'Living It Up',1954
http://en.wikipedia.org/wiki/The_Salton_Sea,'The Salton Sea',2002
http://en.wikipedia.org/wiki/Amigo_(film),'Amigo (film)',2010
http://en.wikipedia.org/wiki/McDull_The_Alumni,'McDull The Alumni',2006
http://en.wikipedia.org/wiki/The_Lovely_Bones_(film),'The Lovely Bones (film)',2009
http://en.wikipedia.org/wiki/Uncle_Buck,'Uncle Buck',1989
http://en.wikipedia.org/wiki/The_Story_of_the_Last_Chrysanthemum,'The Story of the Last Chrysanthemum',1939
http://en.wikipedia.org/wiki/Jacob%27s_Ladder_(film),'Jacobs Ladder (film)',1990
http://en.wikipedia.org/wiki/Deconstructing_Harry,'Deconstructing Harry',1997
http://en.wikipedia.org/wiki/Nonchan_Noriben,'Nonchan Noriben',2009
http://en.wikipedia.org/wiki/Evolver_(film),'Evolver (film)',1995
http://en.wikipedia.org/wiki/Empire_of_the_Ants_(film),'Empire of the Ants (film)',1977
http://en.wikipedia.org/wiki/The_Krays_(film),'The Krays (film)',1990
http://en.wikipedia.org/wiki/Angels_with_Dirty_Faces,'Angels with Dirty Faces',1938
http://en.wikipedia.org/wiki/Where_Eagles_Dare,'Where Eagles Dare',1968
http://en.wikipedia.org/wiki/The_Good_the_Bad_and_the_Ugly,'The Good the Bad and the Ugly',1966
http://en.wikipedia.org/wiki/Executive_Action_(film),'Executive Action (film)',1973
http://en.wikipedia.org/wiki/Confessions_of_a_Shopaholic_(film),'Confessions of a Shopaholic (film)',2009
http://en.wikipedia.org/wiki/Die_Hard,'Die Hard',1988
http://en.wikipedia.org/wiki/Fat_Albert_(film),'Fat Albert (film)',2004
http://en.wikipedia.org/wiki/Anywhere_But_Here_(film),'Anywhere But Here (film)',1999
http://en.wikipedia.org/wiki/Anacondas:_The_Hunt_for_the_Blood_Orchid,'Anacondas: The Hunt for the Blood Orchid',2004
http://en.wikipedia.org/wiki/Dude_Where%27s_My_Car%3F,'Dude Wheres My Car?',2000
http://en.wikipedia.org/wiki/Things_Behind_the_Sun,'Things Behind the Sun',2001
http://en.wikipedia.org/wiki/Milk_Money_(film),'Milk Money (film)',1994
http://en.wikipedia.org/wiki/Charlie_Chan_at_the_Opera,'Charlie Chan at the Opera',1937
http://en.wikipedia.org/wiki/When_Lincoln_Was_President,'When Lincoln Was President',1913
http://en.wikipedia.org/wiki/Volunteers_(film),'Volunteers (film)',1985
http://en.wikipedia.org/wiki/The_Honeymoon_Killers,'The Honeymoon Killers',1970
http://en.wikipedia.org/wiki/Dirty_Dancing:_Havana_Nights,'Dirty Dancing: Havana Nights',2004
http://en.wikipedia.org/wiki/Skippy_(1931_film),'Skippy (1931 film)',1931
http://en.wikipedia.org/wiki/Paranormal_Activity,'Paranormal Activity',2007
http://en.wikipedia.org/wiki/The_Original_Kings_of_Comedy,'The Original Kings of Comedy',2000
http://en.wikipedia.org/wiki/Taste_of_Cherry,'Taste of Cherry',1997
http://en.wikipedia.org/wiki/Staying_Alive_(1983_film),'Staying Alive (1983 film)',1983
http://en.wikipedia.org/wiki/First_Man_into_Space,'First Man into Space',1959
http://en.wikipedia.org/wiki/Sumo_Do_Sumo_Don%27t,'Sumo Do Sumo Dont',1992
http://en.wikipedia.org/wiki/Poison_(film),'Poison (film)',1991
http://en.wikipedia.org/wiki/Night_Nurse_(1931_film),'Night Nurse (1931 film)',1931
http://en.wikipedia.org/wiki/A_Lingering_Face,'A Lingering Face',2000
http://en.wikipedia.org/wiki/The_Contender_(2000_film),'The Contender (2000 film)',2000
http://en.wikipedia.org/wiki/Murder_Most_Foul,'Murder Most Foul',1964
http://en.wikipedia.org/wiki/Milk_(film),'Milk (film)',2009
http://en.wikipedia.org/wiki/Whale_Music_(film),'Whale Music (film)',1994
http://en.wikipedia.org/wiki/Be_Kind_Rewind,'Be Kind Rewind',2008
http://en.wikipedia.org/wiki/Stray_Dog_(film),'Stray Dog (film)',1949
http://en.wikipedia.org/wiki/Miss_Bala,'Miss Bala',2011
http://en.wikipedia.org/wiki/To_Be_and_to_Have,'To Be and to Have',2002
http://en.wikipedia.org/wiki/A_Private_Function,'A Private Function',1984
http://en.wikipedia.org/wiki/No_Strings_Attached_(film),'No Strings Attached (film)',2011
http://en.wikipedia.org/wiki/Respiro,'Respiro',2002
http://en.wikipedia.org/wiki/Finian%27s_Rainbow_(film),'Finians Rainbow (film)',1968
http://en.wikipedia.org/wiki/World_on_a_Wire,'World on a Wire',1973
http://en.wikipedia.org/wiki/Rise_of_the_Guardians,'Rise of the Guardians',2012
http://en.wikipedia.org/wiki/Bitters_and_Blue_Ruin,'Bitters and Blue Ruin',2002
http://en.wikipedia.org/wiki/I%27m_So_Excited_(film),'Im So Excited (film)',2013
http://en.wikipedia.org/wiki/The_City_(1939_film),'The City (1939 film)',1939
http://en.wikipedia.org/wiki/Open_Season_3,'Open Season 3',2010
http://en.wikipedia.org/wiki/The_Equation_of_Love_and_Death,'The Equation of Love and Death',2008
http://en.wikipedia.org/wiki/Encounters_at_the_End_of_the_World,'Encounters at the End of the World',2008
http://en.wikipedia.org/wiki/Buck_Privates_Come_Home,'Buck Privates Come Home',1947
http://en.wikipedia.org/wiki/Ghostbusters,'Ghostbusters',1984
http://en.wikipedia.org/wiki/Wild_Target,'Wild Target',2010
http://en.wikipedia.org/wiki/Next_of_Kin_(1989_film),'Next of Kin (1989 film)',1989
http://en.wikipedia.org/wiki/Kazaam,'Kazaam',1996
http://en.wikipedia.org/wiki/Double_Impact,'Double Impact',1991
http://en.wikipedia.org/wiki/Just_Visiting_(film),'Just Visiting (film)',2001
http://en.wikipedia.org/wiki/Late_Marriage_(film),'Late Marriage (film)',2001
http://en.wikipedia.org/wiki/Sujata_(1959_film),'Sujata (1959 film)',1959
http://en.wikipedia.org/wiki/The_Snow_Creature,'The Snow Creature',1954
http://en.wikipedia.org/wiki/The_Safety_of_Objects,'The Safety of Objects',2001
http://en.wikipedia.org/wiki/Chasing_Amy,'Chasing Amy',1997
